candidate_id,passed_gate_count,required_gate_count,all_hard_gates_pass,overall_mae,worst_fold_mae,stocks_below_naive,maximum_stock_mae,stress_composite_ratio,minimum_pairwise_pearson,minimum_pairwise_spearman
stock_node_gwnet_tail_weighted_l8,12,20,False,0.03185040629223089,0.03552662220298463,68,0.08266895829130792,1.0036027070404925,0.7080612616159311,0.4734680378721515
stock_node_gwnet_noise_aug_l8,13,20,False,0.031619615283691185,0.03530485622386909,76,0.08168596118533362,0.9997690007206518,0.7498751768236149,0.6157305269221077
stock_node_gwnet_feature_mask_l8,13,20,False,0.031627103878754254,0.035321897822005316,75,0.08167388509803761,1.000327484465004,0.7452669885717036,0.6085830103320413
