candidate_id,rows,mae_mean,rmse_mean,weekly_ic_mean,mcc_mean,brier_mean,ece10_mean
REV9_WP25_ANCHORED_RESIDUAL_H4_T2,33282,0.08127191358053573,0.13114703655331253,0.1527693013639009,0.089216753602845,0.5877602954763733,0.014980663826320748
