fold_id,rows,validation_rows_total,valid_coverage,candidate_mae,zero_mae,candidate_rmse,candidate_weekly_ic,candidate_weekly_ic_count,mcc,incumbent_mcc,naive_prior_mcc,mcc_delta_vs_incumbent,brier,incumbent_brier,naive_prior_brier,brier_delta_vs_incumbent,ece10
REV2_RO_01,5859,6199,0.9451524439425714,0.08654052300830764,0.08516305971679397,0.13495649330581036,0.06790215299374637,19,0.050042145680964455,0.05774295257536318,0.0,-0.007700806894398726,0.591905193172685,0.588357019125066,0.5899534097514846,0.0035481740476189794,0.031004762838757235
REV2_RO_02,5540,6173,0.8974566661266807,0.09251610513809959,0.09304170792508047,0.15256978199802215,0.12079172449603237,18,0.07029380642377872,0.06098925445557622,0.0,0.009304551968202499,0.5872263930630736,0.5900171637882207,0.5908676108396661,-0.002790770725147107,0.012684299681160817
REV2_RO_03,5511,6133,0.8985814446437307,0.08474585423292416,0.0844166055360548,0.14061843267563381,0.13745061441173723,18,0.07867181422951665,0.07342691820814393,0.0,0.005244896021372722,0.5892213455024513,0.5904050351580982,0.5947408982341259,-0.001183689655646858,0.0019454208157538675
REV2_RO_04,5476,6106,0.8968227972486079,0.08943584260751479,0.09134374987770016,0.15002783275774909,0.2291965211756719,18,0.11339927350860761,0.08145896202400395,0.0,0.03194031148460366,0.5714003239074391,0.5768456283566277,0.5841602878941962,-0.005445304449188559,0.011797197048815586
REV2_RO_05,5481,6100,0.8985245901639344,0.07010949343242956,0.0715393597086438,0.1123537417646301,0.22342175607309323,18,0.12674083746383547,0.10229528902393899,0.0,0.024445548439896478,0.5853568221054909,0.59000338051559,0.5997116852225923,-0.004646558410099089,0.019732934810714642
REV2_RO_06,5415,6063,0.8931222167243938,0.06357460216382303,0.06304233244582773,0.09539751260402067,0.13785303903312426,18,0.09925873576843937,0.08104067053204739,0.0,0.01821806523639198,0.6013118483721382,0.6022527836573289,0.6088160503003124,-0.0009409352851906805,0.011667524821650413
